country_code,region,year,gdp_per_capita,population,bank_capital_assets_ratio,domestic_credit_private_gdp,exports_gdp,fdi_net_inflows_gdp,gdp_growth_annual,gdp_per_capita_constant,gdp_per_capita_growth,gdp_ppp_constant,government_debt_gdp,government_expenditure_gdp,gross_investment_gdp,gross_savings_gdp,imports_gdp,internet_users_pct,market_cap_gdp,patent_applications_residents,population_growth,private_investment_gdp,real_interest_rate,research_development_gdp,tariff_rate_applied_weighted,tax_revenue_gdp,tertiary_education_enrollment,trade_gdp,unemployment_total,urban_population_pct,country_name
COL,Latin America,1994,8447.857240159066,35587.27,,,14.9983618345688,1.77037935454964,5.81466190724336,4059.32146113882,3.74840675934975,383870191922.137,,,25.5384467490805,19.1014151762696,20.9191756155692,0.107,,124.0,1.97202887200902,,14.5466691682474,,11.64,,17.0670604705811,35.917537450138,8.25,71.328,Colombia
COL,Latin America,1995,8735.883323055887,36184.29,,,14.5337428892103,1.04693022657461,5.20243759278655,4189.72770913999,3.21251345205344,403840799094.197,,,25.7987433287578,18.5070875367645,20.9634874285564,0.188,,141.0,1.9096370992151,,19.5413245385254,,11.91,,17.1475601196289,35.4972303177666,8.72,71.777,Colombia
COL,Latin America,1996,8770.583203638625,36759.68,,,15.199461701397,3.20284924848693,2.05585471287195,4198.69126252708,0.213941191632387,412143179194.874,,,22.1509386589832,15.109326154664,20.8446454849312,0.33,,87.0,1.82129460113512,,20.9582073177269,,11.19,,18.4493103027344,36.0441071863282,11.81,72.223,Colombia
COL,Latin America,1997,8952.472967538566,37307.81,,,14.8415437434707,5.21507527765445,3.43029367788374,4265.6935185646,1.59578906492865,426280900614.625,,,20.9237506240474,13.4982660548558,20.7555243452086,0.551,,80.0,1.78958066993845,,14.4388808944533,,11.31,,21.6760997772217,35.5970680886793,12.14,72.662,Colombia
COL,Latin America,1998,8863.261374059754,37837.72,,,15.0073508369912,2.87230262380067,0.569784088434517,4213.82800470051,-1.21587529995685,428709781358.363,5.40391549112143,19.3166066677647,19.7280791808155,12.8734816084073,20.9015722165226,1.13,,161.0,1.79149449060697,,23.3781484628964,,11.18,13.7437321544523,24.204740524292,35.9089230535138,15.0,73.098,Colombia
COL,Latin America,1999,8382.139863389892,38365.28,,,18.3465787501541,1.74771154695899,-4.20401524244947,3967.11339937681,-5.85488076514964,410686756804.185,19.0653508704071,22.1201943516985,12.8801341708134,13.5396341995578,17.8027005640253,1.7,,68.0,1.73833578882204,,14.919570901239,,10.68,13.4769212818618,23.6967697143555,36.1492793141794,20.06,73.53,Colombia
COL,Latin America,2000,8496.791861442363,38910.64,,,15.915139715438,2.43950747934181,2.92486148176778,4016.80951748167,1.25270223212341,422698775564.672,17.7090216802298,16.9331428734368,14.8956270290748,13.5749686725974,16.7519457538687,2.21,,75.0,1.63798274950516,,-11.1379559197298,0.131060004234314,10.96,11.219754185325,25.5096893310547,32.6670854693067,20.52,73.957,Colombia
COL,Latin America,2001,8528.03353336023,39410.81,,38.4591361375521,15.3871357665009,2.58851936306874,1.67789830787579,4020.50789754842,0.0920725777672828,429791231167.284,,,16.0322513515548,12.8346353937112,18.5139760284435,2.85,,65.0,1.57194688390217,,13.3324808386691,0.13289999961853,10.83,,26.3812599182129,33.9011117949445,15.04,74.379,Colombia
COL,Latin America,2002,8630.542429754663,39918.43,,37.5150269990825,14.8155696775272,2.17844751407948,2.50398046659659,4058.28493578738,0.939608606713477,440553119642.857,,,17.2515418448331,13.9254606168321,18.1670695368963,4.6,,54.0,1.53792282248162,,9.77520490167072,0.155589997768402,11.28,,26.5130996704102,32.9826392144234,14.481,74.797,Colombia
COL,Latin America,2003,8855.21744466881,40415.63,,40.7055406266416,16.5752997117627,1.81783931129221,3.91827190322513,4154.17528523618,2.36282939630979,457815188748.605,52.535419533379,27.622281719396,18.6818190163212,15.3964953055729,19.9408838054673,7.39,,82.0,1.5081090586904,,7.8237979777331,0.173979997634888,11.06,11.2588268638482,,36.51618351723,13.221,75.211,Colombia
