country_code,region,year,gdp_per_capita,population,bank_capital_assets_ratio,domestic_credit_private_gdp,exports_gdp,fdi_net_inflows_gdp,gdp_growth_annual,gdp_per_capita_constant,gdp_per_capita_growth,gdp_ppp_constant,government_debt_gdp,government_expenditure_gdp,gross_investment_gdp,gross_savings_gdp,imports_gdp,internet_users_pct,market_cap_gdp,patent_applications_residents,population_growth,private_investment_gdp,real_interest_rate,research_development_gdp,tariff_rate_applied_weighted,tax_revenue_gdp,tertiary_education_enrollment,trade_gdp,unemployment_total,urban_population_pct,country_name,trade_balance,trade_openness,export_intensity,financial_development_index,innovation_capacity_index,fiscal_balance,fiscal_capacity,savings_investment_gap,gdp_per_capita_growth_volatility_3y,gdp_per_capita_growth_volatility_5y,gdp_per_capita_relative,gdp_per_capita_trend_5y,total_shocks_experienced,avg_max_drawdown,avg_recovery_time,avg_recovery_strength,historical_resilience_score,historical_vulnerability_score,growth_stability_target,economic_performance_target,relative_development_target,investment_efficiency_target,composite_resilience_target,gdp_growth_annual_stability_3y,gdp_per_capita_growth_stability_3y,pre_shock_vulnerability,gdp_per_capita_momentum,gdp_growth_annual_momentum,gdp_per_capita_acceleration,trade_gdp_trend_5y,trade_gdp_acceleration,gross_investment_gdp_trend_5y,gross_investment_gdp_acceleration,gross_investment_gdp_lag1,gross_investment_gdp_lag2,unemployment_total_lag1,unemployment_total_lag2,convergence_gap,convergence_speed,years_to_next_shock,years_since_last_shock,decade,post_cold_war,globalization_era,post_2008_crisis,post_covid
ARG,Latin America,1990,10254.0,33036.0,,32.4207077674654,10.3595365925264,1.29887926251825,-2.46721377810472,8115.09386370753,-3.91119229289714,557088925124.231,,10.3254404487432,13.9969815756662,16.0433753516211,4.63132240741775,0.0,2.55764607722343,955.0,1.49157462934909,,,,,4.83851314669697,,14.9908589999441,,86.984,Argentina,5.72821418510865,0.149908589999441,0.6910569029143047,-1.228371568880997,-0.4741749959270738,-5.4869273020462295,7.581976797720085,2.0463937759549005,,,0.5681830775198093,,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,,0.05076628352490422,0.5681830775198093,-0.03115385424376406,,,,0.0,,,,,,,,,,,,2.8852754753778647,0.19555753540217102,7.0,10.0,1990,0,0,0,0
ARG,Latin America,1991,11223.984636540246,33504.85,,22.7990352906324,7.67504334832217,1.28557885422783,9.13311056738961,8729.82318518892,7.57513507305919,607968472614.51,,11.2055409345172,14.6369773950796,13.5618560304189,6.07801081056698,,9.82484795783127,943.0,1.43788006980649,,,,,5.00823654744009,38.2797012329102,13.7530541588891,5.44,87.328,Argentina,1.5970325377551902,0.137530541588891,0.5580610139138811,-1.254458015545408,-0.3219358206764049,-6.197304387077111,8.106888740978645,-1.0751213646606992,8.122059971396336,,0.6033791812854048,,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.5730514906381343,0.33590959380433066,0.6033791812854048,0.7119733108326167,0.45690823028817507,1.7350438858232924,3.1179440212290888,0.0,,,,,,,,13.9969815756662,,,,2.6897179399756936,0.1877097448850864,6.0,10.0,1990,1,0,0,0
ARG,Latin America,1992,12267.083586781191,33967.31,,22.4785777565544,6.5981874720374,1.9367945155154,7.93729155643076,9293.18692251748,6.45332357113911,656224702857.102,,11.8011099217048,16.7024057741857,13.6516427929257,8.13279311431564,0.00299,8.14021686050481,503.0,1.38438120034139,,,,12.66,5.54792213441138,,14.730980586353,6.36,87.542,Argentina,-1.5346056422782395,0.14730980586353,0.4479123051828646,-1.2406765759637515,-0.5568513667667983,-6.25318778729342,8.67451602805809,-3.05076298126,6.332684613700794,6.332684613700794,0.6350860819964388,1006.5417933905961,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.9276264900120881,0.36293662083135775,0.6350860819964388,0.5613526027587553,0.4730978407032788,1.0680200983555017,1.5286723998874732,0.0,2013.0835867811911,10.40450533453548,,-0.1299392067955495,,1.3527120992597517,,14.6369773950796,13.9969815756662,5.44,,2.5020081950906072,0.12489166690610354,5.0,10.0,1990,1,0,0,0
ARG,Latin America,1993,12926.794665217649,34407.62,,25.9935337266753,6.90935153370832,1.17980281165114,8.20697907221228,9920.67358582437,6.75211494763417,710080926887.272,,14.2818561185834,19.6881104233422,16.2505279122602,9.31379991407563,0.0295,18.6090186924623,787.0,1.35364018555542,,,,12.53,8.01513800555669,,16.223151447784,10.1,87.752,Argentina,-2.4044483803673105,0.16223151447784,0.42589453448344045,-1.1739193911799621,-0.49893052371522373,-6.266718113026711,11.148497062070046,-3.437582511081999,0.5809617685876122,5.439746671637587,0.6701905968636086,906.1482945893885,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,14.142592996620513,0.4703956928065587,0.6701905968636086,0.49337415855514005,0.7765376603792068,0.06070839132816437,0.06838157952854393,0.0,1702.8100286774024,-0.9261314951773301,-100.39349880120767,0.4674803770983586,0.597419583893908,1.9138814922134066,0.561169392953655,16.7024057741857,14.6369773950796,6.36,5.44,2.3771165281845037,0.056035829803342985,4.0,10.0,1990,1,0,0,0
ARG,Latin America,1994,13571.379431200983,34847.36,,26.5787635954009,7.52994872591672,1.411953029158,5.83620070368526,10359.8927204871,4.42731162216963,751522674939.001,,14.9007924176507,19.9656232520199,15.6483624533872,10.6043971410814,0.0437,14.3206960845246,694.0,1.3401375748685,,,,,8.12643722809198,37.1375999450684,18.1343458669981,11.76,87.96,Argentina,-3.07444841516468,0.181343458669981,0.4152313395334619,-1.1887609872743663,-0.7093033916709063,-6.774355189558721,11.51361482287134,-4.317260798632699,1.2648261544658983,4.711894529582123,0.68728058225983,833.7568891079372,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,6.474814941937032,0.3385194404931247,0.68728058225983,0.37376426207269053,0.5633359434460377,0.14444456852705598,0.1754074913049021,0.0,1304.295844419792,-2.1010908527455,-72.39140548145122,0.8757071023002899,0.4082267252019313,1.6988416380970006,-0.21503985411640603,19.6881104233422,16.7024057741857,10.1,6.36,2.3210806983811607,-0.14914522896149407,3.0,10.0,1990,1,0,0,0
ARG,Latin America,1995,13086.036451554311,35274.32,,27.8679507463713,9.68041025959015,2.17392758974997,-2.84520961057079,9934.10776139515,-4.10993598659498,730140279566.018,,15.5112306915719,18.5004105114971,16.5116322700598,10.0910128307854,0.0863,14.6430739627972,676.0,1.3103115077878,,,,8.34,8.05435765172309,,19.7714230903755,18.8,88.164,Argentina,-0.4106025711952501,0.197714230903755,0.4896162615781796,-1.143938124540152,-0.5181399702180105,-7.45687303984881,11.782794171647495,-1.988778241437302,5.719461771490338,4.798100729669837,0.6417220315257933,502.8399474447929,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.7816231394835461,0.08293460925039872,0.6417220315257933,-0.04334317013851935,0.04347374720714861,1.2693889401236833,1.973347633792335,0.0,159.2417863366627,-11.052188682783068,-330.9169416631443,1.5440103143617903,0.6683032120615003,1.0990083710669218,-0.5998332670300788,19.9656232520199,19.6881104233422,11.76,10.1,2.470225927342655,0.04634187225184361,2.0,10.0,1990,1,1,0,0
ARG,Latin America,1996,13715.22681870774,35683.44,,28.2203103254734,10.4285967560139,2.55320340608332,5.52668982715234,10352.1400002191,4.20805017284493,770492868120.735,,15.1655476442657,19.6238724452255,17.1300773563084,11.0778716497076,0.142,16.421969889739,1097.0,1.25745217924583,,,0.417490005493164,13.33,8.17178777492906,,21.5064684057215,17.11,88.366,Argentina,-0.6492748936937005,0.215064684057215,0.48490512525243407,-1.1128199648835737,-0.7578449496618089,-6.993759869336641,11.66866770959738,-2.4937950889171,4.866921786666101,4.431706209038099,0.6471029553795061,305.55282501897665,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.703516042791489,0.32972136222910214,0.6471029553795061,0.3649503674512298,0.4359957330346325,1.411431693344318,2.61698367984233,0.0,143.8473875067575,-0.3095108765329204,-197.28712242581628,1.70992472813285,0.16591441377105975,0.46552334302345155,-0.6334850280434703,18.5004105114971,19.9656232520199,18.8,11.76,2.423884055090811,0.12218093951577913,1.0,10.0,1990,1,1,0,0
ARG,Latin America,1997,14722.645940036531,36102.64,,30.3761991265421,10.5608501019262,3.12787793868196,8.1110467707457,11056.6881331002,6.80582114293425,832987905019.268,,15.0142218610321,20.8260515469902,16.6642824266429,12.7753287418177,0.28,20.2322107225661,824.0,1.21464795933597,,,0.419589996337891,13.93,8.69008635554994,,23.3361788437439,14.82,88.564,Argentina,-2.2144786398915013,0.23336178843743902,0.45255267251079595,-1.0453637129024738,-0.7931542050835934,-6.324135505482159,11.852154108291021,-4.1617691203473015,5.702208073377379,4.491909684438471,0.6666421640189206,373.55499371445353,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.7655450007708898,0.42621259029927755,0.6666421640189206,0.4632558824933229,0.4909074711616032,1.2962589383942398,2.0143683959908865,0.0,1636.6094884822196,10.95625638131649,68.00216869547688,1.759817733064322,0.049893004931472085,0.19341314405016183,-0.2721101989732897,19.6238724452255,18.5004105114971,17.11,18.8,2.301703115575032,-0.015439897499465616,4.0,10.0,1990,1,1,0,0
ARG,Latin America,1998,15185.958688486142,36518.41,,32.502843552354,10.4155819610919,2.43876896154487,3.85017885156228,11348.2022124673,2.63654066984506,865059429174.392,,15.0988005449104,20.9707691548621,16.1297343275958,12.934446011977,0.831,15.1640961270053,861.0,1.17552563201514,,,0.411309987306595,15.67,9.03052618638845,47.9915618896484,23.3500279730689,12.65,88.759,Argentina,-2.5188640508850995,0.23350027973068901,0.44606293290547083,-1.0928286811339167,-0.8602275503114395,-6.0682743585219505,12.064663365649425,-4.841034827266302,2.1055860543777576,4.136758338302514,0.6592990764256587,486.57680030525484,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,3.2243593785950253,0.3023735810113519,0.6592990764256587,0.2662710080983962,0.3936109459389054,0.3001391261279745,0.3770070264086623,0.0,1470.7318697784012,-1.6765109755900598,113.0218065908013,1.3996119965510032,-0.3602057365133189,0.4335932841177533,0.24018014006759145,20.8260515469902,19.6238724452255,14.82,17.11,2.3171430130744977,-0.20318098671922336,3.0,10.0,1990,1,1,0,0
ARG,Latin America,1999,14577.832273029322,36923.91,,35.5044239797124,9.82717451494235,8.46058217133806,-3.38545704063269,10838.3199346387,-4.49306655170841,835773213823.75,,16.7436856974566,17.8629278753399,13.6619163753345,11.5555704475475,3.28,19.6977246995835,899.0,1.15304317167294,,,0.453370004892349,11.29,9.07612433559182,49.6384315490723,21.3827449624898,14.05,88.952,Argentina,-1.7283959326051512,0.213827449624898,0.45958432989690756,-0.7812018677975693,-0.8062608020059451,-7.667561361864779,12.90990501652421,-4.2010115000054,5.713712481581153,5.073514236127331,0.6056499965396094,445.43235127284265,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.6008525692426989,0.11816305469556243,0.6056499965396094,-0.07344867402286691,0.051555724977989235,1.6543017791542067,2.8107752971120643,0.0,-144.813667007209,-11.496503811378389,-41.14444903241218,0.5066203311576006,-0.8929916653934026,0.007193143732222569,-0.4264001403855307,20.9707691548621,20.8260515469902,12.65,14.82,2.520323999793721,-0.18469055219651143,2.0,10.0,1990,1,1,0,0
ARG,Latin America,2000,14368.942737362304,37336.15,,34.4516920194227,10.9863752325576,3.66579059535379,-0.78899893905691,10631.6503639029,-1.90684139222867,829178972033.759,,16.8328883767368,17.5334874363903,14.3684376958258,11.6360695451767,7.04,16.1290412248255,1062.0,1.13312807570195,,,0.438840001821518,10.52,9.62260350188905,54.3332710266113,22.6224447777343,15.0,89.142,Argentina,-0.6496943126190988,0.22622444777734302,0.48564049290422956,-1.0185944942305507,-0.7105221976590417,-7.210284874847751,13.227745939312925,-3.1650497405644984,3.609297721882718,4.590423829888459,0.5725242055275006,116.26181703019299,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.03944171586346824,0.07243107769423558,0.5725242055275006,0.06534124055709574,0.0807749912724357,25.343866537186365,2.330630574261644,1.0,-817.015951123838,-4.63917779061919,-329.17053424264964,0.027851886277150295,-0.47876844488045034,-0.7143893689320688,-0.7215825126642914,17.8629278753399,20.9707691548621,14.05,12.65,2.7050145519902324,-0.21654562468291827,1.0,1.0,2000,1,1,0,0
ARG,Latin America,2001,13651.98098793502,37713.74,,37.2433637548649,11.5790080825317,0.806164134759348,-4.40883968258557,10051.9448463043,-5.45263903304014,792621800475.08,,16.9923529034125,15.6259653308051,14.2140728227831,10.2732473690136,9.78,12.4244152562322,691.0,1.09794672757946,,,0.424609988927841,9.25,9.32489879390056,58.791690826416,21.8522554515453,17.32,89.329,Argentina,1.3057607135181009,0.218522554515453,0.5298770238251486,-1.1442227988983422,-0.7015050305726581,-7.667454109511938,13.15862584865653,-1.4118925080219995,1.8340311171496526,5.139642817989505,0.5356684564288804,-295.83458553268537,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,1.8495665848633713,0.06365914786967418,0.5356684564288804,-0.14488419978372008,0.05867582663380553,0.5306672072170198,0.3780704943231021,0.0,-925.8512850943025,-1.02338264195288,-412.0964025628783,-0.36954299797317924,-0.39739488425032954,-1.3837454150841975,-0.6693560461521286,17.5334874363903,17.8629278753399,15.0,14.05,2.9215601766731507,-0.4432849996577102,7.0,2.0,2000,1,1,0,0
ARG,Latin America,2002,12094.7728377935,38079.14,,62.4210861219528,28.3825969991682,2.19895819502207,-10.8944848285903,8861.56199282278,-11.8423138177008,706269738674.223,,19.6771706443151,10.8539052402585,21.3431768782392,13.370127359396,10.9,16.9569392155608,718.0,1.06941318335345,,,0.388859987258911,12.01,9.81895834666325,62.0592613220215,41.7527243585642,19.59,89.51,Argentina,15.0124696397722,0.417527243585642,0.6797783242938599,-0.8569021139692782,-0.6633118253006032,-9.858212297651852,14.748064495489174,10.489271637980698,5.03511398547953,5.292828580317329,0.45369723600673867,-710.8222986479582,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,1.2692082584609277,0.13791423001949318,0.45369723600673867,-0.7503421571468828,0.07167451547479899,0.7778927617541852,0.6413057411783027,0.0,-2274.169899568804,-10.10548588953339,-414.9877131152728,3.7274903260046113,4.09703332397779,-2.2470690373741977,-0.8633236222900003,15.6259653308051,17.5334874363903,17.32,15.0,3.364845176330861,0.20965803029180297,6.0,3.0,2000,1,1,0,0
ARG,Latin America,2003,13088.565010832575,38438.45,,50.6278207919725,25.9309429264224,1.29481086883944,8.83704079576924,9545.53194119994,7.71839038006088,768683083609.037,,19.8373029880995,14.1469621012504,21.7345330075457,14.7138051046861,11.9,27.4280508755432,792.0,1.0331399769648,,,0.410129994153976,12.87,12.5187797002949,64.4024505615234,40.6447480311085,15.36,89.686,Argentina,11.2171378217363,0.40644748031108496,0.6379900031998105,-0.9160949240174157,-0.6111631446695611,-7.318523287804599,16.178041344197197,7.5875709062953,9.97434298894612,7.111951012062842,0.47982538774574185,-525.2704423962274,5,0.025285711653339836,1.5,0.0,0.91235714417333,0.08764285582666997,0.26301500442277953,0.47270955165692,0.47982538774574185,0.7154596890999436,0.4962295772126281,3.7920644571005733,2.5432667426036377,0.0,-563.4159771024442,13.24588047835481,185.55185625173078,5.7654285718067335,2.0379382458021222,-1.4111513744310804,0.8359176629431173,10.8539052402585,15.6259653308051,19.59,17.32,3.155187146039058,0.12832788223199332,5.0,1.0,2000,1,1,0,0
